elapsed_ms,yaw,roll,pitch
367746,0.680401921,-0.04892423,-0.140481979
367846,0.680539787,-0.0488599688,-0.140562505
367946,0.680534601,-0.0487408042,-0.140474275
368046,0.680466115,-0.0487427525,-0.140704095
368147,0.680535316,-0.0488008149,-0.140419856
368246,0.680554867,-0.0488459915,-0.140494525
368347,0.680492997,-0.0486423858,-0.140524521
368447,0.680497348,-0.0488496609,-0.14051491
368547,0.680451512,-0.0488395803,-0.140424252
368648,0.680524468,-0.048797626,-0.140246242
368748,0.680525303,-0.0487986505,-0.140351892
368848,0.680499554,-0.0487811342,-0.140571967
368948,0.680425584,-0.0488455258,-0.140676856
369048,0.680472076,-0.0488346629,-0.140625238
369149,0.68037653,-0.0487822816,-0.140894994
369249,0.68045646,-0.0488498025,-0.140601948
369349,0.680411875,-0.0488352068,-0.1405866
369450,0.680466294,-0.0487333126,-0.141123861
369550,0.680444121,-0.0486664623,-0.140892282
369650,0.680380404,-0.0487780869,-0.14073512
369750,0.680388689,-0.0488926098,-0.140846223
369850,0.680458188,-0.0488798283,-0.140561715
369951,0.680464506,-0.0488508604,-0.140476823
370051,0.680414557,-0.0488239117,-0.140501752
370150,0.680418253,-0.0488318801,-0.140582308
370251,0.680487454,-0.0488202274,-0.140237108
370351,0.680493116,-0.0488297231,-0.140480414
370451,0.680479527,-0.0487529933,-0.140574053
370552,0.680494189,-0.0488308668,-0.140421927
370652,0.680386722,-0.0488906354,-0.140332803
370752,0.680379629,-0.0487795994,-0.140342206
370853,0.680381298,-0.0487873964,-0.140289739
370952,0.680449724,-0.048764687,-0.140702784
371053,0.680522442,-0.048637677,-0.140527859
371153,0.680538654,-0.0487423092,-0.140408128
371253,0.680482388,-0.0487311855,-0.140477777
371353,0.680566967,-0.0487065054,-0.14036867
371454,0.680506468,-0.0486035049,-0.140491977
371554,0.680593729,-0.0486005172,-0.140664607
371654,0.680603981,-0.0484549887,-0.140399814
371754,0.680580497,-0.0486147515,-0.140752465
371854,0.680654824,-0.0484692045,-0.140864223
371955,0.680675387,-0.0485322587,-0.140670836
372055,0.680696905,-0.0485151932,-0.140242159
372156,0.680648506,-0.0484985337,-0.140596971
372256,0.680644035,-0.0483682528,-0.140699804
372356,0.680668235,-0.0484527946,-0.140569836
372456,0.680728555,-0.048406072,-0.140475988
372556,0.680733919,-0.048394464,-0.140763104
372656,0.680688143,-0.0483971946,-0.140440449
372757,0.680757523,-0.048396118,-0.140510976
372857,0.68068862,-0.0483113676,-0.140599713
372958,0.680780649,-0.0483523011,-0.140587777
373058,0.680682778,-0.0482356027,-0.140845835
373158,0.680756807,-0.0483829007,-0.14093709
373258,0.680674791,-0.0484271348,-0.140840262
373359,0.680658519,-0.048427809,-0.140343547
373459,0.680665135,-0.0484212078,-0.140400469
373559,0.680665612,-0.0484404266,-0.140603438
373659,0.680667996,-0.0484526269,-0.140533358
373760,0.680739641,-0.0484436601,-0.140882522
373860,0.680669546,-0.0484577753,-0.140813202
373960,0.680713773,-0.0484654643,-0.140749022
374060,0.680623174,-0.0484044552,-0.14098981
374161,0.680687189,-0.0484774113,-0.140853599
374261,0.68063128,-0.0485015176,-0.141047433
374360,0.680618167,-0.0485168844,-0.141021356
374461,0.680601835,-0.0485179499,-0.140969932
